Date,Open,High,Low,Close,Adj Close,Volume
1982-02-22,12.031250,12.406250,11.656250,11.687500,4.539865,1422000
1982-02-23,11.687500,11.906250,11.437500,11.750000,4.564137,1600800
1982-02-24,12.062500,12.343750,11.781250,12.281250,4.770501,1030000
1982-02-25,12.093750,12.281250,11.875000,12.093750,4.697667,789200
1982-02-26,12.031250,12.125000,11.906250,11.968750,4.649114,640000
1982-03-01,11.812500,12.031250,11.562500,11.750000,4.564137,977600
1982-03-02,11.437500,11.843750,11.031250,11.062500,4.297090,1373200
1982-03-03,10.687500,10.812500,10.562500,10.750000,4.175701,2811200
1982-03-04,10.687500,10.937500,10.437500,10.750000,4.175701,4486800
1982-03-05,10.687500,10.843750,10.531250,10.781250,4.187844,2571200
1982-03-08,10.500000,10.968750,10.000000,10.062500,3.908652,2307600
1982-03-09,10.562500,11.000000,10.093750,10.593750,4.135561,2858800
1982-03-10,10.812500,11.125000,10.500000,10.875000,4.245354,1601600
1982-03-11,10.812500,10.968750,10.625000,10.812500,4.220954,1247200
1982-03-12,10.718750,10.843750,10.593750,10.656250,4.159958,1305600
1982-03-15,10.843750,11.031250,10.625000,11.000000,4.294150,1224400
1982-03-16,10.968750,11.125000,10.812500,10.843750,4.233155,1113200
1982-03-17,10.812500,10.968750,10.625000,10.656250,4.159958,759600
1982-03-18,10.812500,10.968750,10.656250,10.875000,4.245354,1245200
1982-03-19,10.875000,10.937500,10.656250,10.718750,4.184356,1400800
1982-03-22,10.937500,11.062500,10.781250,11.062500,4.318548,1125600
1982-03-23,11.000000,11.125000,10.843750,11.062500,4.318548,1092800
1982-03-24,11.125000,11.250000,10.968750,11.125000,4.342949,1596800
1982-03-25,11.125000,11.312500,10.937500,11.000000,4.294150,1070400
1982-03-26,10.750000,10.968750,10.531250,10.625000,4.147757,1150400
1982-03-29,10.625000,10.750000,10.468750,10.750000,4.196554,644800
1982-03-30,10.656250,10.718750,10.562500,10.656250,4.159958,793200
1982-03-31,10.687500,10.781250,10.593750,10.656250,4.159958,1119200
1982-04-01,10.812500,11.062500,10.562500,11.062500,4.318548,1167600
1982-04-02,11.312500,11.531250,11.093750,11.437500,4.464942,1537200
1982-04-05,11.250000,11.437500,11.062500,11.187500,4.367345,699600
1982-04-06,11.312500,11.437500,11.187500,11.406250,4.452741,776000
1982-04-07,11.531250,11.625000,11.406250,11.531250,4.501539,1457600
1982-04-08,11.718750,11.875000,11.531250,11.687500,4.562534,1549600
1982-04-12,11.625000,11.718750,11.500000,11.531250,4.501539,884800
1982-04-13,11.531250,11.656250,11.406250,11.437500,4.464942,804400
1982-04-14,11.343750,11.437500,11.250000,11.406250,4.452741,692800
1982-04-15,11.312500,11.375000,11.218750,11.312500,4.416143,452800
1982-04-16,11.312500,11.562500,11.281250,11.375000,4.440543,768800
1982-04-19,11.312500,11.406250,11.187500,11.218750,4.379544,713600
1982-04-20,10.968750,11.187500,10.750000,10.843750,4.233155,1103600
1982-04-21,10.531250,10.718750,10.343750,10.562500,4.123359,2250800
1982-04-22,10.968750,11.218750,10.687500,11.218750,4.379544,2845600
1982-04-23,11.625000,11.812500,11.437500,11.750000,4.586931,2343200
1982-04-26,11.968750,12.218750,11.687500,12.000000,4.684528,2468000
1982-04-27,11.781250,12.000000,11.531250,11.625000,4.538136,1718400
1982-04-28,11.593750,11.750000,11.437500,11.656250,4.550333,1735600
1982-04-29,11.625000,11.750000,11.500000,11.531250,4.501539,1164800
1982-04-30,11.593750,11.687500,11.500000,11.500000,4.489340,911200
1982-05-03,11.562500,11.687500,11.437500,11.656250,4.550333,1023200
1982-05-04,11.843750,11.968750,11.687500,11.937500,4.660129,1966800
1982-05-05,11.875000,12.031250,11.687500,11.843750,4.623529,1378800
1982-05-06,11.968750,12.062500,11.875000,12.000000,4.684528,1312000
1982-05-07,12.250000,12.375000,12.093750,12.250000,4.782123,1761600
1982-05-10,12.093750,12.250000,11.906250,12.031250,4.696731,1481200
1982-05-11,12.125000,12.343750,11.875000,12.218750,4.769921,2420400
1982-05-12,12.250000,12.437500,12.031250,12.031250,4.696731,1472800
1982-05-13,12.218750,12.312500,12.093750,12.187500,4.757724,1064000
1982-05-14,12.125000,12.187500,12.062500,12.187500,4.757724,777600
1982-05-17,12.031250,12.125000,11.906250,11.937500,4.660129,871600
1982-05-18,11.812500,11.906250,11.718750,11.812500,4.611331,784800
1982-05-19,11.656250,11.875000,11.437500,11.500000,4.489340,622800
1982-05-20,11.468750,11.625000,11.312500,11.625000,4.538136,1421200
1982-05-21,11.718750,11.781250,11.625000,11.718750,4.574731,993600
1982-05-24,11.625000,11.750000,11.500000,11.750000,4.586931,747600
1982-05-25,11.750000,11.906250,11.562500,11.562500,4.513738,988800
1982-05-26,11.312500,11.406250,11.218750,11.250000,4.391744,2038800
1982-05-27,11.218750,11.312500,11.125000,11.218750,4.379544,1097600
1982-05-28,11.093750,11.281250,10.875000,10.937500,4.269753,880000
1982-06-01,11.093750,11.187500,11.000000,11.187500,4.367345,1130400
1982-06-02,10.937500,11.187500,10.687500,10.781250,4.208757,1629200
1982-06-03,10.531250,10.781250,10.250000,10.531250,4.111161,2386800
1982-06-04,10.281250,10.500000,10.062500,10.250000,4.001367,1426800
1982-06-07,10.125000,10.281250,9.937500,10.218750,3.989167,2116000
1982-06-08,10.031250,10.250000,9.812500,9.875000,3.877745,3626000
1982-06-09,9.593750,9.750000,9.406250,9.593750,3.767302,2973600
1982-06-10,9.781250,9.875000,9.656250,9.875000,3.877745,2408400
1982-06-11,10.125000,10.281250,9.968750,10.250000,4.024998,2722000
1982-06-14,10.125000,10.218750,10.000000,10.031250,3.939099,1371600
1982-06-15,9.906250,10.000000,9.812500,9.937500,3.902287,1032000
1982-06-16,9.906250,10.093750,9.687500,9.718750,3.816388,1276000
1982-06-17,9.625000,9.750000,9.500000,9.531250,3.742760,1393200
1982-06-18,9.562500,9.625000,9.468750,9.593750,3.767302,1168000
1982-06-21,9.718750,9.875000,9.531250,9.625000,3.779574,1160800
1982-06-22,9.781250,10.000000,9.562500,9.968750,3.914558,1119200
1982-06-23,10.125000,10.343750,9.906250,10.343750,4.061814,1660400
1982-06-24,10.125000,10.312500,9.906250,9.968750,3.914558,1463200
1982-06-25,9.843750,9.937500,9.718750,9.718750,3.816388,887600
1982-06-28,9.843750,9.937500,9.718750,9.875000,3.877745,1187600
1982-06-29,9.781250,9.937500,9.625000,9.718750,3.816388,905600
1982-06-30,9.687500,9.843750,9.531250,9.562500,3.755032,1291600
1982-07-01,9.406250,9.593750,9.187500,9.218750,3.620046,1618800
1982-07-02,9.062500,9.187500,8.937500,8.937500,3.509603,2031200
1982-07-06,9.093750,9.218750,8.937500,9.218750,3.620046,1334800
1982-07-07,9.250000,9.312500,9.156250,9.187500,3.607774,1024800
1982-07-08,9.093750,9.312500,8.875000,9.281250,3.644589,2107600
1982-07-09,9.562500,9.812500,9.281250,9.687500,3.804116,1682800
1982-07-12,9.250000,9.375000,9.125000,9.375000,3.681403,1211600
1982-07-13,9.250000,9.343750,9.156250,9.187500,3.607774,968800
1982-07-14,9.250000,9.375000,9.125000,9.375000,3.681403,1211600
1982-07-15,9.312500,9.468750,9.156250,9.187500,3.607774,1389600
1982-07-16,9.218750,9.406250,9.031250,9.156250,3.595502,71600
1982-07-19,9.250000,9.437500,9.062500,9.156250,3.595502,928400
1982-07-20,9.125000,9.250000,8.968750,9.250000,3.632315,1279600
1982-07-21,9.312500,9.437500,9.156250,9.187500,3.607774,1284800
1982-07-22,9.375000,9.468750,9.250000,9.437500,3.705946,1768800
1982-07-23,9.750000,9.937500,9.531250,9.875000,3.877745,1998000
1982-07-26,9.937500,10.062500,9.781250,9.812500,3.853201,1618800
1982-07-27,9.718750,9.906250,9.531250,9.593750,3.767302,1047200
1982-07-28,9.437500,9.593750,9.250000,9.343750,3.669130,1122800
1982-07-29,9.312500,9.468750,9.125000,9.250000,3.632315,2087600
1982-07-30,9.062500,9.250000,8.843750,8.937500,3.509603,1843600
1982-08-02,9.187500,9.312500,9.062500,9.312500,3.656860,1775600
1982-08-03,9.218750,9.343750,9.093750,9.156250,3.595502,1417200
1982-08-04,9.093750,9.187500,8.968750,8.968750,3.521875,1465200
1982-08-05,8.875000,9.031250,8.687500,8.968750,3.521875,1702800
1982-08-06,8.906250,9.093750,8.718750,8.781250,3.448247,1114800
1982-08-09,8.843750,9.062500,8.625000,8.968750,3.521875,1387600
1982-08-10,8.937500,9.125000,8.718750,8.750000,3.435977,1289600
1982-08-11,8.718750,8.812500,8.625000,8.781250,3.448247,991600
1982-08-12,8.687500,8.906250,8.437500,8.500000,3.337806,1140000
1982-08-13,8.500000,8.593750,8.406250,8.531250,3.350075,2291200
1982-08-16,8.187500,8.656250,7.687500,7.875000,3.092380,3632400
1982-08-17,8.000000,8.375000,7.593750,8.250000,3.239635,4498800
1982-08-18,8.250000,8.593750,7.875000,8.250000,3.239635,3756800
1982-08-19,7.812500,8.125000,7.500000,8.093750,3.178275,3962400
1982-08-20,8.218750,8.500000,7.937500,8.500000,3.337806,3162800
1982-08-23,8.593750,8.812500,8.375000,8.812500,3.460519,3111600
1982-08-24,9.031250,9.312500,8.750000,9.000000,3.534147,2958800
1982-08-25,9.187500,9.468750,8.906250,9.343750,3.669130,3545600
1982-08-26,9.406250,9.687500,9.125000,9.218750,3.620046,3864000
1982-08-27,9.093750,9.218750,8.968750,9.156250,3.595502,1279600
1982-08-30,9.000000,9.156250,8.843750,9.125000,3.583232,1742400
1982-08-31,9.187500,9.281250,9.093750,9.125000,3.583232,924000
1982-09-01,9.156250,9.343750,8.937500,9.062500,3.558688,2341600
1982-09-02,9.062500,9.218750,8.906250,9.156250,3.595502,1636800
1982-09-03,9.593750,9.750000,9.406250,9.750000,3.828659,4520400
1982-09-07,9.531250,9.687500,9.375000,9.406250,3.716545,1275600
1982-09-08,9.468750,9.593750,9.312500,9.468750,3.741240,1636400
1982-09-09,9.281250,9.437500,9.093750,9.250000,3.654808,2248800
1982-09-10,9.125000,9.312500,8.937500,9.093750,3.593070,1358000
1982-09-13,9.218750,9.437500,8.968750,9.437500,3.728892,1347200
1982-09-14,9.625000,9.781250,9.437500,9.656250,3.815324,2354400
1982-09-15,9.656250,9.781250,9.531250,9.781250,3.864713,1173200
1982-09-16,9.500000,9.718750,9.250000,9.281250,3.667154,1657600
1982-09-17,9.312500,9.437500,9.156250,9.312500,3.679503,1515600
1982-09-20,9.312500,9.406250,9.187500,9.343750,3.691851,1437200
1982-09-21,9.468750,9.562500,9.375000,9.562500,3.778282,1305600
1982-09-22,9.468750,9.687500,9.250000,9.250000,3.654808,1896400
1982-09-23,9.281250,9.375000,9.156250,9.156250,3.617764,1127200
1982-09-24,9.156250,9.281250,9.000000,9.125000,3.605419,1388800
1982-09-27,8.937500,9.093750,8.781250,9.000000,3.556029,1375600
1982-09-28,8.937500,9.031250,8.812500,8.906250,3.518987,1676000
1982-09-29,8.875000,8.937500,8.812500,8.875000,3.506639,1942400
1982-09-30,8.750000,8.875000,8.593750,8.750000,3.457253,1240400
1982-10-01,8.781250,8.906250,8.625000,8.875000,3.506639,2082800
1982-10-04,8.781250,8.875000,8.656250,8.781250,3.469598,2473600
1982-10-05,8.875000,9.031250,8.687500,8.687500,3.432558,2047200
1982-10-06,8.531250,8.718750,8.343750,8.656250,3.420211,3412000
1982-10-07,9.343750,9.812500,8.843750,9.156250,3.617764,3465600
1982-10-08,9.281250,9.375000,9.156250,9.343750,3.691851,2926400
1982-10-11,9.781250,10.093750,9.437500,9.812500,3.877060,5180400
1982-10-12,10.406250,10.625000,9.906250,10.562500,4.173395,4503600
1982-10-13,11.093750,11.562500,10.656250,11.187500,4.420341,5331200
1982-10-14,11.125000,11.500000,10.718750,10.843750,4.284522,3882400
1982-10-15,10.750000,11.000000,10.500000,10.781250,4.259831,2301200
1982-10-18,10.968750,11.187500,10.750000,11.187500,4.420341,1582000
1982-10-19,11.000000,11.312500,10.687500,10.812500,4.272174,2284400
1982-10-20,10.812500,11.062500,10.531250,11.062500,4.370954,1906000
1982-10-21,10.781250,11.156250,10.406250,10.750000,4.247480,2336800
1982-10-22,10.687500,10.968750,10.406250,10.500000,4.148702,1726400
1982-10-25,9.968750,10.156250,9.750000,9.906250,3.914102,2618800
1982-10-26,9.875000,10.062500,9.687500,9.843750,3.889409,2934400
1982-10-27,10.156250,10.375000,9.937500,10.218750,4.037577,2566400
1982-10-28,10.156250,10.281250,10.000000,10.031250,3.963491,1262800
1982-10-29,9.593750,9.906250,9.250000,9.250000,3.654808,2125600
1982-11-01,9.812500,9.937500,9.656250,9.843750,3.889409,1555600
1982-11-02,10.156250,10.343750,9.937500,9.968750,3.938795,2200000
1982-11-03,10.312500,10.750000,9.875000,10.687500,4.222786,3320400
1982-11-04,10.812500,11.031250,10.562500,10.718750,4.235131,3409600
1982-11-05,10.531250,10.718750,10.312500,10.375000,4.099312,1910000
1982-11-08,10.281250,10.437500,10.125000,10.375000,4.099312,2140000
1982-11-09,10.718750,11.125000,10.312500,11.125000,4.395648,2636800
1982-11-10,10.875000,11.187500,10.562500,10.687500,4.222786,2106800
1982-11-11,10.531250,10.656250,10.375000,10.625000,4.198091,1131200
1982-11-12,10.187500,10.531250,9.812500,9.875000,3.901757,2440000
1982-11-15,9.750000,9.875000,9.625000,9.718750,3.840018,1458400
1982-11-16,9.750000,10.125000,9.375000,9.906250,3.914102,2288400
1982-11-17,9.968750,10.062500,9.875000,9.937500,3.926450,1258800
1982-11-18,9.906250,9.968750,9.812500,9.906250,3.914102,1360400
1982-11-19,9.718750,9.937500,9.500000,9.500000,3.753588,1290400
1982-11-22,9.687500,9.812500,9.531250,9.562500,3.778282,1997200
1982-11-23,9.718750,9.875000,9.531250,9.656250,3.815324,1902400
1982-11-24,9.781250,9.937500,9.593750,9.687500,3.827669,1120400
1982-11-26,9.750000,9.781250,9.687500,9.781250,3.864713,1122000
1982-11-29,9.718750,9.812500,9.625000,9.687500,3.827669,1156000
1982-11-30,9.718750,9.812500,9.593750,9.812500,3.877060,2126400
1982-12-01,9.906250,10.187500,9.625000,9.875000,3.901757,2815600
1982-12-02,9.812500,9.906250,9.687500,9.687500,3.827669,1361200
1982-12-03,9.781250,9.906250,9.625000,9.625000,3.802975,1954000
1982-12-06,10.031250,10.375000,9.687500,10.375000,4.099312,1561200
1982-12-07,10.687500,10.906250,10.437500,10.718750,4.235131,4295200
1982-12-08,10.812500,11.031250,10.593750,10.625000,4.198091,3952000
1982-12-09,10.750000,10.968750,10.500000,10.750000,4.247480,5464000
1982-12-10,10.968750,11.187500,10.750000,11.000000,4.346257,2856400
1982-12-13,11.125000,11.218750,11.031250,11.062500,4.370954,1903600
1982-12-14,10.875000,11.250000,10.500000,10.500000,4.171326,3252400
1982-12-15,10.468750,10.687500,10.250000,10.593750,4.208571,1979200
1982-12-16,10.906250,11.125000,10.656250,10.937500,4.345130,3153200
1982-12-17,11.000000,11.187500,10.781250,11.062500,4.394790,2004000
1982-12-20,11.062500,11.187500,10.937500,10.937500,4.345130,1759600
1982-12-21,11.125000,11.375000,10.875000,11.218750,4.456861,2059200
1982-12-22,11.406250,11.562500,11.218750,11.406250,4.531350,4504800
1982-12-23,11.593750,11.718750,11.437500,11.625000,4.618255,2208400
1982-12-27,11.718750,11.843750,11.593750,11.781250,4.680327,2060000
1982-12-28,11.656250,11.937500,11.343750,11.375000,4.518938,1400800
1982-12-29,11.343750,11.500000,11.187500,11.312500,4.494106,832400
1982-12-30,11.500000,11.656250,11.343750,11.500000,4.568595,1206400
1982-12-31,11.625000,11.750000,11.500000,11.656250,4.630667,786800
1983-01-03,11.562500,11.750000,11.375000,11.406250,4.531350,1168000
1983-01-04,11.625000,11.937500,11.281250,11.906250,4.729987,2361600
1983-01-05,12.281250,12.500000,12.031250,12.406250,4.928621,5144400
1983-01-06,12.687500,13.000000,12.343750,12.781250,5.077598,5393200
1983-01-07,12.593750,12.781250,12.406250,12.625000,5.015522,4886800
1983-01-10,12.437500,12.562500,12.312500,12.312500,4.891374,2617200
1983-01-11,12.343750,12.500000,12.187500,12.312500,4.891374,3190800
1983-01-12,12.500000,12.750000,12.218750,12.437500,4.941032,3098400
1983-01-13,12.250000,12.375000,12.125000,12.125000,4.816884,1771200
1983-01-14,12.500000,12.718750,12.250000,12.406250,4.928621,1484000
1983-01-17,12.625000,12.781250,12.468750,12.687500,5.040353,1956400
1983-01-18,12.406250,12.562500,12.250000,12.250000,4.866547,1230000
1983-01-19,12.125000,12.343750,11.875000,12.031250,4.779646,2195200
1983-01-20,12.625000,12.781250,12.468750,12.531250,4.978278,3955200
1983-01-21,12.375000,12.593750,12.125000,12.562500,4.990693,2693600
1983-01-24,11.750000,11.906250,11.562500,11.781250,4.680327,3075600
1983-01-25,11.500000,11.687500,11.281250,11.437500,4.543766,3198000
1983-01-26,11.312500,11.468750,11.125000,11.312500,4.494106,2243200
1983-01-27,11.343750,11.500000,11.187500,11.437500,4.543766,2212800
1983-01-28,11.500000,11.625000,11.375000,11.468750,4.556179,1439200
1983-01-31,11.406250,11.531250,11.281250,11.343750,4.506522,2151600
1983-02-01,10.906250,11.031250,10.750000,10.750000,4.270644,2487600
1983-02-02,10.531250,10.750000,10.312500,10.750000,4.270644,3421200
1983-02-03,10.625000,10.781250,10.468750,10.656250,4.233398,2278400
1983-02-04,10.781250,10.937500,10.593750,10.843750,4.307888,2589200
1983-02-07,11.156250,11.343750,10.937500,11.187500,4.444446,2081200
1983-02-08,11.156250,11.281250,11.000000,11.031250,4.382375,1041200
1983-02-09,10.906250,11.031250,10.781250,10.875000,4.320303,1574400
1983-02-10,11.187500,11.437500,10.937500,11.312500,4.494106,2496400
1983-02-11,11.281250,11.437500,11.125000,11.250000,4.469276,2641600
1983-02-14,11.281250,11.406250,11.156250,11.281250,4.481694,1212800
1983-02-15,11.218750,11.343750,11.093750,11.093750,4.407205,1234400
1983-02-16,11.062500,11.156250,10.968750,11.031250,4.382375,1772800
1983-02-17,10.937500,11.062500,10.812500,10.937500,4.345130,1857200
1983-02-18,11.000000,11.062500,10.906250,10.937500,4.345130,2232400
1983-02-22,10.406250,10.593750,10.187500,10.250000,4.072008,4041200
1983-02-23,10.218750,10.312500,10.125000,10.218750,4.059595,3806400
1983-02-24,10.531250,10.843750,10.218750,10.687500,4.245814,4174000
1983-02-25,10.656250,10.781250,10.500000,10.625000,4.220984,2057200
1983-02-28,10.031250,10.250000,9.781250,9.781250,3.885788,3375600
1983-03-01,10.125000,10.250000,10.000000,10.250000,4.072008,3762400
1983-03-02,10.562500,10.843750,10.281250,10.468750,4.158910,3073600
1983-03-03,10.718750,10.937500,10.500000,10.875000,4.320303,2530400
1983-03-04,10.687500,10.781250,10.593750,10.656250,4.233398,1709200
1983-03-07,10.593750,10.750000,10.437500,10.468750,4.158910,1322800
1983-03-08,10.437500,10.531250,10.312500,10.468750,4.182887,1841600
1983-03-09,10.687500,10.906250,10.437500,10.906250,4.357691,1890000
1983-03-10,10.812500,11.031250,10.562500,10.562500,4.220343,2618400
1983-03-11,10.531250,10.656250,10.406250,10.437500,4.170397,1342400
1983-03-14,10.468750,10.593750,10.343750,10.437500,4.170397,1197600
1983-03-15,10.531250,10.656250,10.406250,10.593750,4.232832,2134400
1983-03-16,10.156250,10.500000,9.781250,9.812500,3.920674,3355600
1983-03-17,9.843750,9.968750,9.687500,9.781250,3.908187,3350000
1983-03-18,9.718750,9.843750,9.593750,9.625000,3.845757,2733200
1983-03-21,9.750000,9.937500,9.562500,9.906250,3.958133,3593600
1983-03-22,9.843750,9.875000,9.625000,9.656250,3.858241,2181200
1983-03-23,9.656250,9.875000,9.656250,9.843750,3.933161,1578000
1983-03-24,9.781250,9.937500,9.656250,9.906250,3.958133,1445600
1983-03-25,9.906250,10.000000,9.656250,9.687500,3.870728,1140000
1983-03-28,9.687500,9.781250,9.593750,9.687500,3.870728,1345200
1983-03-29,9.718750,9.906250,9.718750,9.875000,3.945648,1136800
1983-03-30,10.093750,10.187500,9.937500,10.156250,4.058023,1759600
1983-03-31,10.812500,10.875000,10.000000,10.687500,4.270291,6497200
1983-04-04,10.656250,10.781250,10.593750,10.656250,4.257804,2092400
1983-04-05,10.750000,10.781250,10.250000,10.281250,4.107964,1876800
1983-04-06,10.281250,10.343750,10.156250,10.281250,4.107964,1689600
1983-04-07,10.375000,10.437500,10.125000,10.343750,4.132939,1520000
1983-04-08,10.468750,10.562500,10.343750,10.562500,4.220343,2130000
1983-04-11,10.687500,10.812500,10.593750,10.781250,4.307747,2394800
1983-04-12,10.750000,10.750000,10.468750,10.593750,4.232832,1375600
1983-04-13,10.625000,10.812500,10.531250,10.687500,4.270291,1793200
1983-04-14,10.750000,10.875000,10.687500,10.812500,4.320233,1494400
1983-04-15,10.812500,10.843750,10.343750,10.468750,4.182887,2340000
1983-04-18,10.468750,10.562500,10.281250,10.375000,4.145425,1201200
1983-04-19,10.343750,10.437500,10.250000,10.343750,4.132939,1292400
1983-04-20,10.281250,10.656250,10.281250,10.468750,4.182887,1401200
1983-04-21,10.593750,10.656250,10.281250,10.343750,4.132939,3144000
1983-04-22,10.312500,10.406250,10.250000,10.281250,4.107964,1236400
1983-04-25,10.250000,10.406250,10.093750,10.187500,4.070509,1504800
1983-04-26,10.500000,10.875000,10.125000,10.875000,4.345207,2420800
1983-04-27,10.968750,11.093750,10.812500,10.906250,4.357691,3032800
1983-04-28,10.968750,11.093750,10.843750,11.031250,4.407637,1680000
1983-04-29,11.187500,11.437500,10.937500,11.281250,4.507525,2980400
1983-05-02,11.281250,11.406250,11.125000,11.312500,4.520011,2519600
1983-05-03,11.343750,11.656250,11.312500,11.625000,4.644876,4716800
1983-05-04,11.500000,11.687500,11.281250,11.343750,4.532502,2927200
1983-05-05,11.343750,11.468750,11.187500,11.281250,4.507525,2505600
1983-05-06,11.218750,11.500000,11.218750,11.375000,4.544986,2126400
1983-05-09,11.250000,11.500000,11.156250,11.375000,4.544986,1433200
1983-05-10,11.406250,11.625000,11.312500,11.312500,4.520011,2287200
1983-05-11,11.406250,11.625000,11.343750,11.562500,4.619904,2999600
1983-05-12,11.593750,11.625000,11.343750,11.437500,4.569957,2339600
1983-05-13,11.406250,11.625000,11.406250,11.593750,4.632388,3067200
1983-05-16,11.500000,11.656250,11.406250,11.500000,4.594930,2734800
1983-05-17,11.562500,11.687500,11.437500,11.687500,4.669847,2684000
1983-05-18,11.718750,11.812500,11.468750,11.687500,4.669847,2885200
1983-05-19,11.625000,11.750000,11.531250,11.531250,4.607416,1408400
1983-05-20,11.468750,11.718750,11.437500,11.656250,4.657359,1856000
1983-05-23,11.937500,12.062500,11.593750,11.906250,4.757251,2182000
1983-05-24,12.000000,12.343750,12.000000,12.187500,4.869627,3488800
1983-05-25,12.250000,12.375000,12.156250,12.375000,4.944544,3894000
1983-05-26,12.343750,12.343750,11.937500,12.093750,4.832169,2494000
1983-05-27,12.125000,12.250000,12.031250,12.093750,4.832169,1674800
1983-05-31,11.968750,12.281250,11.906250,12.125000,4.844651,1725200
1983-06-01,12.000000,12.093750,11.812500,11.906250,4.757251,1594400
1983-06-02,11.937500,12.062500,11.812500,12.031250,4.807195,1425600
1983-06-03,11.937500,12.031250,11.906250,11.937500,4.769737,922800
1983-06-06,11.906250,12.031250,11.875000,11.968750,4.782223,895200
1983-06-07,11.906250,11.906250,11.312500,11.531250,4.630630,1733200
1983-06-08,11.500000,11.593750,11.343750,11.343750,4.555336,1316800
1983-06-09,11.406250,11.843750,11.406250,11.812500,4.743572,1504800
1983-06-10,11.812500,12.125000,11.781250,12.062500,4.843965,1757600
1983-06-13,12.125000,12.187500,12.031250,12.093750,4.856511,1949600
1983-06-14,12.093750,12.468750,12.062500,12.375000,4.969455,1386000
1983-06-15,12.250000,12.406250,12.156250,12.312500,4.944357,1422400
1983-06-16,12.406250,12.937500,12.312500,12.750000,5.120045,2865200
1983-06-17,12.718750,13.187500,12.718750,12.875000,5.170243,3510400
1983-06-20,13.000000,13.250000,12.968750,13.125000,5.270637,2340400
1983-06-21,13.187500,13.656250,13.156250,13.625000,5.471421,2728800
1983-06-22,14.031250,14.343750,13.718750,14.156250,5.684758,4712800
1983-06-23,14.062500,14.093750,13.906250,13.906250,5.584363,2285200
1983-06-24,13.937500,13.968750,13.656250,13.718750,5.509068,1650800
1983-06-27,13.562500,13.625000,13.281250,13.343750,5.358477,1431200
1983-06-28,13.343750,13.500000,13.093750,13.125000,5.270637,1466000
1983-06-29,13.031250,13.281250,13.031250,13.187500,5.295734,1577600
1983-06-30,13.250000,13.625000,13.218750,13.500000,5.421226,1532400
1983-07-01,13.562500,13.687500,13.531250,13.687500,5.496518,658400
1983-07-05,13.343750,13.937500,13.343750,13.906250,5.584363,2010400
1983-07-06,14.000000,14.875000,13.937500,14.812500,5.948289,3968800
1983-07-07,14.687500,14.750000,14.437500,14.437500,5.797700,4383200
1983-07-08,14.375000,14.468750,14.218750,14.250000,5.722403,1203600
1983-07-11,14.281250,14.312500,14.187500,14.218750,5.709857,1209200
1983-07-12,14.250000,14.343750,14.093750,14.093750,5.659659,1116000
1983-07-13,14.031250,14.062500,13.906250,14.000000,5.622012,1029600
